experiment,order,seasonal_order,trend,AIC,SARIMAX_MAE,SARIMAX_RMSE,SARIMAX_WAPE_%,SARIMAX_R2,Naive_MAE,Naive_RMSE,Naive_WAPE_%,Naive_R2
Range 1: Train 2019–2025-06 / Test 2025-07 onward,"(2, 0, 2)","(0, 0, 0, 12)",None,1017.2894731560996,4601.733154924011,5512.18429346388,8.233111758044856,-2.366663002972006,4151.583333333333,5624.146905679711,7.4277339440239984,-2.5048182389405738
Range 2: Train 2022–2025-06 / Test 2025-07 onward,"(2, 1, 0)","(1, 0, 0, 12)",t,523.3868341777155,3536.550795541978,4828.451998469715,6.327359053087108,-1.5832594360978658,4151.583333333333,5624.146905679711,7.4277339440239984,-2.5048182389405738
