feature,std_coefficient,abs_std_coefficient,p_value,significant_p<0.05
unemployment_rate_lag1,-2501.855173941865,2501.855173941865,0.00017145575298773994,True
total_homeless_lag1,-1309.4152939770377,1309.4152939770377,0.1014489128701125,False
