month,visited_agency,total_visits,total_people_served,unique_clients,unique_clients_excl_unknown,unique_households,unique_households_excl_unknown,avg_household_size,avg_client_age,0-17,18-30,31-44,45-64,65+,Not Reported,ow_cases_official,ow_beneficiaries,odsp_cases_official,odsp_beneficiaries,total_homeless,total_chronic_homeless
2015-01-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,108,344,108,78,108,78,3.185185185185185,46.1025641025641,0,9,28,34,7,30,8257,14896,10998,15022,,
2015-01-01,Cambridge Food Bank - Cambridge,1630,1630,1097,1097,1076,1076,1.0,41.24153705397987,8,435,519,618,43,7,8257,14896,10998,15022,,
2015-01-01,Ray of Hope,126,231,123,122,122,121,1.8114754098360655,45.60655737704918,0,18,42,58,7,1,8257,14896,10998,15022,,
2015-02-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,106,319,106,86,106,86,3.009433962264151,44.616279069767444,0,15,29,35,7,20,8270,14928,11000,15052,,
2015-02-01,Cambridge Food Bank - Cambridge,1386,1386,1050,1050,1034,1034,1.0,41.14995224450812,6,367,458,513,38,4,8270,14928,11000,15052,,
2015-02-01,Emergency Food Hamper Program - House of Friendship,2,2,2,2,2,2,1.0,35.0,0,1,1,0,0,0,8270,14928,11000,15052,,
2015-02-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,14,38,13,13,13,13,2.6923076923076925,36.38461538461539,0,6,6,2,0,0,8270,14928,11000,15052,,
2015-02-01,Ray of Hope,484,928,295,295,284,284,1.8873239436619718,47.11864406779661,0,57,132,264,31,0,8270,14928,11000,15052,,
2015-03-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,114,343,113,113,113,113,3.0265486725663715,44.56637168141593,1,18,39,48,8,0,8391,15071,11056,15140,,
2015-03-01,Cambridge Food Bank - Cambridge,1378,1378,1045,1045,1028,1028,1.0,42.16330451488953,6,340,409,564,55,4,8391,15071,11056,15140,,
2015-03-01,Emergency Food Hamper Program - House of Friendship,2560,6120,2302,2301,2265,2264,2.419867549668874,42.61260869565218,13,550,892,938,165,2,8391,15071,11056,15140,,
2015-03-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,342,910,206,206,199,199,2.6180904522613067,45.39320388349515,2,58,97,143,42,0,8391,15071,11056,15140,,
2015-03-01,Ray of Hope,546,1084,343,343,335,335,1.9522388059701492,45.481049562682216,2,73,160,287,24,0,8391,15071,11056,15140,,
2015-03-01,Traverse Independence,25,47,24,1,24,1,1.9166666666666667,37.0,0,0,2,0,0,23,8391,15071,11056,15140,,
2015-03-01,Woolwich Community Services,50,118,47,47,47,47,2.3191489361702127,43.12765957446808,1,9,18,18,4,0,8391,15071,11056,15140,,
2015-04-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,99,296,99,99,99,99,2.98989898989899,46.18181818181818,1,11,32,47,8,0,8460,15264,11066,15150,,
2015-04-01,Cambridge Food Bank - Cambridge,1191,1191,959,959,943,943,1.0,41.83874345549738,5,309,355,472,46,4,8460,15264,11066,15150,,
2015-04-01,Emergency Food Hamper Program - House of Friendship,2275,5355,2044,2043,2000,1999,2.3805,42.09006363191385,20,538,763,797,156,1,8460,15264,11066,15150,,
2015-04-01,Glencairn Mennonite Brethren Church,101,302,100,100,100,100,3.01,46.09,2,10,38,41,10,0,8460,15264,11066,15150,,
2015-04-01,Kingdom Community International ,110,210,91,91,91,91,1.9120879120879122,47.142857142857146,2,11,38,44,15,0,8460,15264,11066,15150,,
2015-04-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,349,935,198,195,194,191,2.6804123711340204,46.707692307692305,2,48,86,166,44,3,8460,15264,11066,15150,,
2015-04-01,Langs,23,35,23,23,22,22,1.5454545454545454,43.52173913043478,1,5,4,12,1,0,8460,15264,11066,15150,,
2015-04-01,Ray of Hope,520,1076,323,323,317,317,1.9810725552050472,46.804953560371516,2,52,151,283,32,0,8460,15264,11066,15150,,
2015-04-01,Southwood Resource Centre - Kinbridge Community Association,2,8,2,2,2,2,4.0,35.0,0,0,2,0,0,0,8460,15264,11066,15150,,
2015-04-01,St. Agnes Conference - Society of St. Vincent de Paul,19,56,19,18,19,18,2.9473684210526314,40.55555555555556,0,4,8,5,1,1,8460,15264,11066,15150,,
2015-04-01,St. Aloysius Parish Food Pantry,9,32,9,9,9,9,3.5555555555555554,41.333333333333336,0,2,3,3,1,0,8460,15264,11066,15150,,
2015-04-01,Sunnydale Community Centre - Neighbourhood Food Program - House of Friendship,9,34,9,9,9,9,3.7777777777777777,46.55555555555556,0,1,3,4,1,0,8460,15264,11066,15150,,
2015-04-01,Traverse Independence,43,71,31,3,31,3,1.903225806451613,50.333333333333336,0,0,6,9,0,28,8460,15264,11066,15150,,
2015-04-01,Woolwich Community Services,61,152,59,59,59,59,2.542372881355932,45.186440677966104,1,10,17,27,6,0,8460,15264,11066,15150,,
2015-05-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,114,351,113,112,113,112,3.0707964601769913,43.732142857142854,0,22,42,41,8,1,8579,15546,11002,15042,,
2015-05-01,Cambridge Food Bank - Cambridge,1144,1144,958,958,945,945,1.0,41.9643605870021,10,300,327,460,43,4,8579,15546,11002,15042,,
2015-05-01,Christopher Champlain Resource Centre - Kinbridge Community Association,11,32,11,0,11,0,2.909090909090909,,0,0,0,0,0,11,8579,15546,11002,15042,,
2015-05-01,Courtland Shelley Community Centre - Neighbourhood Food Program - House of Friendship,98,370,34,34,34,34,3.7941176470588234,39.94117647058823,0,21,46,27,4,0,8579,15546,11002,15042,,
2015-05-01,Emergency Food Hamper Program - House of Friendship,2155,5270,1997,1995,1964,1962,2.468431771894094,41.99047619047619,16,515,743,754,125,2,8579,15546,11002,15042,,
2015-05-01,Emmanuel United Church - Waterloo Wayside ,55,75,42,38,40,36,1.225,54.05263157894737,0,2,5,34,10,4,8579,15546,11002,15042,,
2015-05-01,Erb West Community Centre - Camino Wellness + Mental Health,13,75,11,11,11,11,5.363636363636363,35.90909090909091,0,2,11,0,0,0,8579,15546,11002,15042,,
2015-05-01,Glencairn Mennonite Brethren Church,103,320,101,101,100,100,3.13,45.78217821782178,1,12,34,45,11,0,8579,15546,11002,15042,,
2015-05-01,Kingdom Community International ,161,344,145,145,144,144,2.0902777777777777,45.53103448275862,1,20,59,67,14,0,8579,15546,11002,15042,,
2015-05-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,310,860,188,187,183,182,2.73224043715847,46.88235294117647,2,43,82,141,41,1,8579,15546,11002,15042,,
2015-05-01,Kitchener Community Church and Family Care Centre,14,31,14,14,14,14,2.2142857142857144,42.07142857142857,0,4,2,8,0,0,8579,15546,11002,15042,,
2015-05-01,Langs,29,38,23,23,23,23,1.2608695652173914,43.04347826086956,1,9,5,13,1,0,8579,15546,11002,15042,,
2015-05-01,Ray of Hope,542,1158,323,323,317,317,2.1009463722397475,47.526315789473685,3,50,155,297,37,0,8579,15546,11002,15042,,
2015-05-01,St. Agnes Conference - Society of St. Vincent de Paul,25,84,25,22,24,21,3.4583333333333335,40.45454545454545,0,5,9,7,1,3,8579,15546,11002,15042,,
2015-05-01,St. Aloysius Parish Food Pantry,17,51,15,15,15,15,3.2666666666666666,40.4,1,5,5,4,2,0,8579,15546,11002,15042,,
2015-05-01,Traverse Independence,52,67,34,8,34,8,1.3823529411764706,46.5,0,1,7,18,0,26,8579,15546,11002,15042,,
2015-05-01,Wellesley Food Cupboard,3,20,3,3,3,3,6.666666666666667,30.333333333333332,0,1,2,0,0,0,8579,15546,11002,15042,,
2015-05-01,Woolwich Community Services,53,131,50,50,50,50,2.46,46.94,0,8,16,21,8,0,8579,15546,11002,15042,,
2015-06-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,85,260,85,84,85,84,3.0588235294117645,43.892857142857146,0,16,27,36,5,1,8548,15502,11061,15115,,
2015-06-01,Cambridge Food Bank - Cambridge,1001,1001,836,836,826,826,1.0,41.90059880239521,5,281,284,384,46,1,8548,15502,11061,15115,,
2015-06-01,Christopher Champlain Resource Centre - Kinbridge Community Association,8,26,8,0,8,0,3.25,,0,0,0,0,0,8,8548,15502,11061,15115,,
2015-06-01,Courtland Shelley Community Centre - Neighbourhood Food Program - House of Friendship,118,457,39,39,39,39,3.7948717948717947,41.07692307692308,0,21,50,44,3,0,8548,15502,11061,15115,,
2015-06-01,Emergency Food Hamper Program - House of Friendship,2344,5665,2123,2123,2090,2090,2.4392344497607654,42.261422515308524,6,575,783,821,159,0,8548,15502,11061,15115,,
2015-06-01,Emmanuel United Church - Waterloo Wayside ,121,180,56,52,53,49,1.5471698113207548,52.23076923076923,0,3,20,69,25,4,8548,15502,11061,15115,,
2015-06-01,Erb West Community Centre - Camino Wellness + Mental Health,11,58,11,11,11,11,5.2727272727272725,41.27272727272727,0,1,6,4,0,0,8548,15502,11061,15115,,
2015-06-01,Glencairn Mennonite Brethren Church,106,343,105,102,104,101,3.25,44.911764705882355,1,15,36,42,9,3,8548,15502,11061,15115,,
2015-06-01,Kingdom Community International ,83,183,78,72,76,70,2.236842105263158,46.69444444444444,0,11,25,34,7,6,8548,15502,11061,15115,,
2015-06-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,323,901,198,198,193,193,2.7927461139896375,46.69191919191919,1,44,95,143,40,0,8548,15502,11061,15115,,
2015-06-01,Kitchener Community Church and Family Care Centre,268,633,263,263,261,261,2.3869731800766285,44.539923954372625,3,38,97,110,20,0,8548,15502,11061,15115,,
2015-06-01,Langs,18,29,14,14,14,14,1.7857142857142858,44.07142857142857,2,1,2,13,0,0,8548,15502,11061,15115,,
2015-06-01,Ray of Hope,571,1273,360,360,353,353,2.2011331444759206,46.15277777777778,3,56,182,290,40,0,8548,15502,11061,15115,,
2015-06-01,Southwood Resource Centre - Kinbridge Community Association,3,11,3,3,3,3,3.6666666666666665,35.0,0,0,3,0,0,0,8548,15502,11061,15115,,
2015-06-01,St. Agnes Conference - Society of St. Vincent de Paul,32,96,32,32,32,32,3.0,42.40625,0,5,12,14,1,0,8548,15502,11061,15115,,
2015-06-01,St. Aloysius Parish Food Pantry,18,50,18,18,18,18,2.7777777777777777,41.333333333333336,1,4,7,4,2,0,8548,15502,11061,15115,,
2015-06-01,Supportive Housing YWCA (Lincoln Road),24,34,24,0,24,0,1.4166666666666667,,0,0,0,0,0,24,8548,15502,11061,15115,,
2015-06-01,Supportive Housing of Waterloo (SHOW),9,9,9,9,9,9,1.0,51.666666666666664,0,0,1,7,1,0,8548,15502,11061,15115,,
2015-06-01,Traverse Independence,33,49,22,8,22,8,1.6818181818181819,52.0,0,0,5,14,0,14,8548,15502,11061,15115,,
2015-06-01,Wellesley Food Cupboard,11,58,11,9,11,9,5.2727272727272725,36.0,0,3,4,2,0,2,8548,15502,11061,15115,,
2015-06-01,Woolwich Community Services,63,161,58,58,58,58,2.6206896551724137,44.44827586206897,0,11,23,23,6,0,8548,15502,11061,15115,,
2015-06-01,oneROOF Youth Services,109,169,82,82,79,79,1.4683544303797469,21.658536585365855,7,101,1,0,0,0,8548,15502,11061,15115,,
2015-07-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,106,323,103,100,103,100,2.9514563106796117,45.52,0,17,35,42,9,3,8536,15539,11131,15207,,
2015-07-01,Cambridge Food Bank - Cambridge,1004,1004,844,844,832,832,1.0,42.44219308700834,1,269,276,407,46,5,8536,15539,11131,15207,,
2015-07-01,Christopher Champlain Resource Centre - Kinbridge Community Association,4,16,4,0,4,0,4.0,,0,0,0,0,0,4,8536,15539,11131,15207,,
2015-07-01,Courtland Shelley Community Centre - Neighbourhood Food Program - House of Friendship,64,266,32,32,30,30,4.2,40.625,0,11,26,25,2,0,8536,15539,11131,15207,,
2015-07-01,Emergency Food Hamper Program - House of Friendship,2061,4983,1875,1874,1858,1857,2.442411194833154,42.79135538954109,8,481,684,724,163,1,8536,15539,11131,15207,,
2015-07-01,Emmanuel United Church - Waterloo Wayside ,148,210,65,60,62,57,1.3870967741935485,53.4,0,6,13,93,31,5,8536,15539,11131,15207,,
2015-07-01,Erb West Community Centre - Camino Wellness + Mental Health,13,70,11,11,11,11,5.181818181818182,39.27272727272727,0,3,9,1,0,0,8536,15539,11131,15207,,
2015-07-01,Glencairn Mennonite Brethren Church,92,317,91,89,90,88,3.466666666666667,48.06741573033708,0,8,28,44,10,2,8536,15539,11131,15207,,
2015-07-01,Kingdom Community International ,144,297,128,123,127,122,2.0866141732283463,48.10569105691057,1,16,38,71,13,5,8536,15539,11131,15207,,
2015-07-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,294,846,185,184,177,176,2.8192090395480225,46.494565217391305,1,41,88,124,39,1,8536,15539,11131,15207,,
2015-07-01,Kitchener Community Church and Family Care Centre,207,498,202,202,201,201,2.427860696517413,45.14356435643565,1,31,67,94,14,0,8536,15539,11131,15207,,
2015-07-01,Langs,22,36,20,20,20,20,1.7,42.4,1,5,3,13,0,0,8536,15539,11131,15207,,
2015-07-01,Ray of Hope,541,1148,353,353,346,346,2.0722543352601157,46.30028328611898,5,61,162,272,41,0,8536,15539,11131,15207,,
2015-07-01,Southwood Resource Centre - Kinbridge Community Association,1,6,1,1,1,1,6.0,35.0,0,0,1,0,0,0,8536,15539,11131,15207,,
2015-07-01,St. Agnes Conference - Society of St. Vincent de Paul,23,81,23,23,23,23,3.5217391304347827,42.47826086956522,0,3,10,9,1,0,8536,15539,11131,15207,,
2015-07-01,St. Aloysius Parish Food Pantry,3,4,3,3,3,3,1.3333333333333333,42.666666666666664,0,0,2,1,0,0,8536,15539,11131,15207,,
2015-07-01,Sunnydale Community Centre - Neighbourhood Food Program - House of Friendship,6,21,6,6,6,6,3.5,41.666666666666664,0,0,4,2,0,0,8536,15539,11131,15207,,
2015-07-01,Supportive Housing YWCA (Lincoln Road),19,27,14,9,14,9,1.3571428571428572,40.55555555555556,1,2,3,8,0,5,8536,15539,11131,15207,,
2015-07-01,Traverse Independence,33,39,17,10,17,10,1.3529411764705883,48.8,0,1,5,20,0,7,8536,15539,11131,15207,,
2015-07-01,Wellesley Food Cupboard,3,24,3,3,3,3,8.0,25.666666666666668,1,1,1,0,0,0,8536,15539,11131,15207,,
2015-07-01,Wilmot & Wellesley Resource Centre,15,27,15,14,15,14,1.8,44.42857142857143,0,2,4,8,0,1,8536,15539,11131,15207,,
2015-07-01,Woolwich Community Services,54,121,50,50,50,50,2.26,44.24,1,12,12,22,7,0,8536,15539,11131,15207,,
2015-07-01,oneROOF Youth Services,83,141,58,58,57,57,1.6666666666666667,21.862068965517242,9,73,0,1,0,0,8536,15539,11131,15207,,
2015-08-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,39,116,39,39,39,39,2.9743589743589745,44.69230769230769,0,11,8,16,4,0,8559,15608,11073,15108,,
2015-08-01,Cambridge Food Bank - Cambridge,967,967,839,839,831,831,1.0,41.86074429771909,6,250,285,385,35,6,8559,15608,11073,15108,,
2015-08-01,Christopher Champlain Resource Centre - Kinbridge Community Association,15,50,15,0,15,0,3.3333333333333335,,0,0,0,0,0,15,8559,15608,11073,15108,,
2015-08-01,Courtland Shelley Community Centre - Neighbourhood Food Program - House of Friendship,59,252,36,36,33,33,4.212121212121212,41.22222222222222,1,9,27,22,0,0,8559,15608,11073,15108,,
2015-08-01,Emergency Food Hamper Program - House of Friendship,2162,5194,1978,1975,1951,1948,2.4233726294208098,42.95443037974684,9,499,717,760,174,3,8559,15608,11073,15108,,
2015-08-01,Emmanuel United Church - Waterloo Wayside ,108,150,55,55,50,50,1.3,51.527272727272724,0,3,14,76,15,0,8559,15608,11073,15108,,
2015-08-01,Erb West Community Centre - Camino Wellness + Mental Health,5,18,5,5,5,5,3.6,37.0,0,1,3,1,0,0,8559,15608,11073,15108,,
2015-08-01,Glencairn Mennonite Brethren Church,108,389,108,106,106,104,3.6226415094339623,45.556603773584904,2,11,38,45,10,2,8559,15608,11073,15108,,
2015-08-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,337,1027,228,228,222,222,3.018018018018018,46.00877192982456,2,37,110,150,38,0,8559,15608,11073,15108,,
2015-08-01,Kitchener Community Church and Family Care Centre,228,556,224,224,223,223,2.4529147982062782,42.57142857142857,2,38,81,98,9,0,8559,15608,11073,15108,,
2015-08-01,Langs,8,13,8,8,8,8,1.625,41.625,0,3,1,4,0,0,8559,15608,11073,15108,,
2015-08-01,Ray of Hope,505,1129,328,328,325,325,2.163076923076923,47.292682926829265,3,48,147,269,38,0,8559,15608,11073,15108,,
2015-08-01,St. Agnes Conference - Society of St. Vincent de Paul,29,100,29,29,29,29,3.4482758620689653,38.62068965517241,0,10,10,9,0,0,8559,15608,11073,15108,,
2015-08-01,St. Aloysius Parish Food Pantry,5,11,5,5,5,5,2.2,40.8,0,1,3,0,1,0,8559,15608,11073,15108,,
2015-08-01,St. John's Church - Society of St. Vincent de Paul,60,139,60,60,60,60,2.316666666666667,43.166666666666664,0,7,28,23,2,0,8559,15608,11073,15108,,
2015-08-01,Sunnydale Community Centre - Neighbourhood Food Program - House of Friendship,218,972,83,76,81,74,4.185185185185185,43.171052631578945,2,43,73,77,16,7,8559,15608,11073,15108,,
2015-08-01,Supportive Housing YWCA (Lincoln Road),14,20,13,8,13,8,1.4615384615384615,46.25,0,1,2,6,0,5,8559,15608,11073,15108,,
2015-08-01,Traverse Independence,29,40,13,8,13,8,1.6153846153846154,48.375,0,2,3,19,0,5,8559,15608,11073,15108,,
2015-08-01,Wellesley Food Cupboard,3,22,3,3,3,3,7.333333333333333,31.333333333333332,0,2,1,0,0,0,8559,15608,11073,15108,,
2015-08-01,Wilmot & Wellesley Resource Centre,36,104,32,32,32,32,2.625,43.6875,0,4,15,14,3,0,8559,15608,11073,15108,,
2015-08-01,Woolwich Community Services,51,95,51,51,51,51,1.8627450980392157,44.8235294117647,1,7,17,20,6,0,8559,15608,11073,15108,,
2015-08-01,oneROOF Youth Services,40,77,30,30,30,30,2.066666666666667,22.3,5,34,0,1,0,0,8559,15608,11073,15108,,
2015-09-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,104,285,104,103,104,103,2.7403846153846154,43.86407766990291,0,24,25,47,7,1,8399,15287,11184,15292,,
2015-09-01,Cambridge Food Bank - Cambridge,876,876,739,739,735,735,1.0,42.414965986394556,1,220,267,332,51,5,8399,15287,11184,15292,,
2015-09-01,Chandler Mowat Community Centre - Neighbourhood Food Program - House of Friendship,163,553,75,75,73,73,3.2739726027397262,43.44,0,21,60,76,6,0,8399,15287,11184,15292,,
2015-09-01,Christopher Champlain Resource Centre - Kinbridge Community Association,11,47,11,0,11,0,4.2727272727272725,,0,0,0,0,0,11,8399,15287,11184,15292,,
2015-09-01,Courtland Shelley Community Centre - Neighbourhood Food Program - House of Friendship,111,467,44,44,42,42,4.166666666666667,40.65909090909091,1,17,48,45,0,0,8399,15287,11184,15292,,
2015-09-01,Emergency Food Hamper Program - House of Friendship,1911,4676,1777,1777,1752,1752,2.458904109589041,43.22566122678672,12,417,634,698,150,0,8399,15287,11184,15292,,
2015-09-01,Emmanuel United Church - Waterloo Wayside ,116,177,62,59,62,59,1.403225806451613,52.52542372881356,0,2,13,78,20,3,8399,15287,11184,15292,,
2015-09-01,Erb West Community Centre - Camino Wellness + Mental Health,14,53,12,12,11,11,3.727272727272727,38.75,0,3,8,3,0,0,8399,15287,11184,15292,,
2015-09-01,Glencairn Mennonite Brethren Church,92,302,92,89,90,87,3.2777777777777777,46.561797752808985,3,7,30,39,10,3,8399,15287,11184,15292,,
2015-09-01,Kingdom Community International ,153,318,135,135,135,135,2.140740740740741,47.422222222222224,0,14,53,75,11,0,8399,15287,11184,15292,,
2015-09-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,267,745,186,186,184,184,2.8315217391304346,47.25806451612903,0,28,87,115,37,0,8399,15287,11184,15292,,
2015-09-01,Kitchener Community Church and Family Care Centre,251,634,245,245,242,242,2.541322314049587,45.42857142857143,2,39,76,110,24,0,8399,15287,11184,15292,,
2015-09-01,Langs,18,28,16,16,16,16,1.375,42.1875,1,5,3,9,0,0,8399,15287,11184,15292,,
2015-09-01,Ray of Hope,506,1155,327,327,322,322,2.2422360248447206,47.96330275229358,3,50,133,273,47,0,8399,15287,11184,15292,,
2015-09-01,St. Agnes Conference - Society of St. Vincent de Paul,27,75,27,27,27,27,2.7777777777777777,41.25925925925926,1,7,7,10,2,0,8399,15287,11184,15292,,
2015-09-01,St. Aloysius Parish Food Pantry,28,72,26,26,26,26,2.5,45.15384615384615,0,4,11,10,3,0,8399,15287,11184,15292,,
2015-09-01,St. John's Church - Society of St. Vincent de Paul,67,181,66,66,65,65,2.723076923076923,41.015151515151516,1,13,25,27,1,0,8399,15287,11184,15292,,
2015-09-01,Sunnydale Community Centre - Neighbourhood Food Program - House of Friendship,216,968,82,70,82,70,4.341463414634147,42.17142857142857,2,32,71,80,19,12,8399,15287,11184,15292,,
2015-09-01,Supportive Housing YWCA (Lincoln Road),21,30,17,5,17,5,1.5294117647058822,48.6,0,0,2,7,0,12,8399,15287,11184,15292,,
2015-09-01,Traverse Independence,28,41,12,10,12,10,1.6666666666666667,50.2,0,3,1,22,0,2,8399,15287,11184,15292,,
2015-09-01,Wellesley Food Cupboard,9,49,9,9,9,9,5.444444444444445,37.111111111111114,0,4,4,0,1,0,8399,15287,11184,15292,,
2015-09-01,Wilmot & Wellesley Resource Centre,46,142,45,45,45,45,3.111111111111111,40.733333333333334,0,15,15,15,1,0,8399,15287,11184,15292,,
2015-09-01,Woolwich Community Services,60,136,55,55,55,55,2.309090909090909,46.96363636363636,1,8,15,26,10,0,8399,15287,11184,15292,,
2015-09-01,oneROOF Youth Services,154,240,88,88,86,86,1.4534883720930232,21.25,18,135,1,0,0,0,8399,15287,11184,15292,,
2015-10-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,96,277,96,95,96,95,2.8854166666666665,43.54736842105263,0,19,30,42,4,1,8394,15239,11202,15301,,
2015-10-01,Cambridge Food Bank - Cambridge,870,870,715,715,709,709,1.0,42.06610407876231,11,235,237,328,54,5,8394,15239,11202,15301,,
2015-10-01,Chandler Mowat Community Centre - Neighbourhood Food Program - House of Friendship,194,678,66,66,64,64,3.515625,44.27272727272727,0,23,72,90,9,0,8394,15239,11202,15301,,
2015-10-01,Christopher Champlain Resource Centre - Kinbridge Community Association,2,5,2,2,2,2,2.5,40.5,0,0,2,0,0,0,8394,15239,11202,15301,,
2015-10-01,Courtland Shelley Community Centre - Neighbourhood Food Program - House of Friendship,117,494,45,45,42,42,4.0476190476190474,39.644444444444446,3,15,53,46,0,0,8394,15239,11202,15301,,
2015-10-01,Emergency Food Hamper Program - House of Friendship,1887,4785,1733,1732,1713,1712,2.5405720957384705,43.673210161662816,9,384,631,698,164,1,8394,15239,11202,15301,,
2015-10-01,Emmanuel United Church - Waterloo Wayside ,131,208,59,59,57,57,1.543859649122807,51.33898305084746,0,8,20,79,24,0,8394,15239,11202,15301,,
2015-10-01,Erb West Community Centre - Camino Wellness + Mental Health,13,65,12,12,12,12,5.0,37.166666666666664,0,3,7,3,0,0,8394,15239,11202,15301,,
2015-10-01,Glencairn Mennonite Brethren Church,95,358,93,92,92,91,3.739130434782609,47.54347826086956,1,6,33,43,11,1,8394,15239,11202,15301,,
2015-10-01,Kingdom Community International ,134,313,125,125,124,124,2.314516129032258,45.704,5,14,43,60,12,0,8394,15239,11202,15301,,
2015-10-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,324,924,197,197,190,190,2.8526315789473684,47.47208121827411,0,34,102,139,49,0,8394,15239,11202,15301,,
2015-10-01,Kitchener Community Church and Family Care Centre,243,620,235,235,231,231,2.6103896103896105,44.85957446808511,0,35,81,115,12,0,8394,15239,11202,15301,,
2015-10-01,Langs,14,29,12,12,12,12,2.1666666666666665,44.0,1,2,2,9,0,0,8394,15239,11202,15301,,
2015-10-01,Paulander Community Centre - Camino Wellness + Mental Health,8,29,8,8,8,8,3.625,46.625,0,0,4,4,0,0,8394,15239,11202,15301,,
2015-10-01,Ray of Hope,532,1235,328,328,323,323,2.219814241486068,48.21036585365854,4,40,154,284,50,0,8394,15239,11202,15301,,
2015-10-01,St. Agnes Conference - Society of St. Vincent de Paul,15,48,15,15,15,15,3.2,38.86666666666667,1,3,5,6,0,0,8394,15239,11202,15301,,
2015-10-01,St. Aloysius Parish Food Pantry,30,78,30,30,29,29,2.6551724137931036,43.2,1,6,11,8,4,0,8394,15239,11202,15301,,
2015-10-01,St. John's Church - Society of St. Vincent de Paul,43,104,42,42,42,42,2.3333333333333335,45.23809523809524,1,4,15,21,2,0,8394,15239,11202,15301,,
2015-10-01,Sunnydale Community Centre - Neighbourhood Food Program - House of Friendship,275,1267,86,71,86,71,4.255813953488372,42.42253521126761,3,48,92,93,24,15,8394,15239,11202,15301,,
2015-10-01,Supportive Housing YWCA (Lincoln Road),16,31,13,5,13,5,1.9230769230769231,44.2,0,0,5,3,0,8,8394,15239,11202,15301,,
2015-10-01,Traverse Independence,24,29,10,5,10,5,1.1,50.0,0,0,5,14,0,5,8394,15239,11202,15301,,
2015-10-01,University of Waterloo Food Bank,1,1,1,0,1,0,1.0,,0,0,0,0,0,1,8394,15239,11202,15301,,
2015-10-01,Wellesley Food Cupboard,9,48,7,7,7,7,5.571428571428571,42.857142857142854,0,0,6,1,2,0,8394,15239,11202,15301,,
2015-10-01,Wilmot & Wellesley Resource Centre,39,105,36,36,36,36,2.7222222222222223,42.55555555555556,0,11,11,15,2,0,8394,15239,11202,15301,,
2015-10-01,Woolwich Community Services,54,119,53,53,53,53,2.2264150943396226,45.43396226415094,1,8,15,23,7,0,8394,15239,11202,15301,,
2015-10-01,oneROOF Youth Services,121,204,85,85,77,77,1.6233766233766234,20.729411764705883,13,108,0,0,0,0,8394,15239,11202,15301,,
2015-11-01,Blessed Sacrament Catholic Church - Society of St. Vincent de Paul,126,404,122,121,122,121,3.2049180327868854,43.421487603305785,0,24,46,47,8,1,8382,15179,11155,15224,,
2015-11-01,Cambridge Food Bank - Cambridge,551,551,497,497,488,488,1.0,40.82424242424243,2,154,170,201,22,2,8382,15179,11155,15224,,
2015-11-01,Chandler Mowat Community Centre - Neighbourhood Food Program - House of Friendship,188,592,103,67,101,65,2.910891089108911,44.25373134328358,0,19,56,72,5,36,8382,15179,11155,15224,,
2015-11-01,Christopher Champlain Resource Centre - Kinbridge Community Association,27,87,16,16,16,16,3.3125,35.125,2,5,8,12,0,0,8382,15179,11155,15224,,
2015-11-01,Courtland Shelley Community Centre - Neighbourhood Food Program - House of Friendship,159,625,76,76,71,71,3.647887323943662,43.776315789473685,4,23,62,61,9,0,8382,15179,11155,15224,,
2015-11-01,Emergency Food Hamper Program - House of Friendship,2256,5831,2052,2051,2023,2022,2.565496786950074,43.19161384690395,9,485,737,851,173,1,8382,15179,11155,15224,,
2015-11-01,Emmanuel United Church - Waterloo Wayside ,102,157,49,48,47,46,1.5106382978723405,52.3125,0,3,13,65,20,1,8382,15179,11155,15224,,
2015-11-01,Erb West Community Centre - Camino Wellness + Mental Health,12,67,12,12,12,12,5.583333333333333,36.916666666666664,0,2,8,2,0,0,8382,15179,11155,15224,,
2015-11-01,Glencairn Mennonite Brethren Church,120,407,117,116,116,115,3.353448275862069,45.241379310344826,1,14,45,48,11,1,8382,15179,11155,15224,,
2015-11-01,Kingdom Community International ,179,436,160,150,158,148,2.4430379746835444,45.24,5,23,54,66,21,10,8382,15179,11155,15224,,
2015-11-01,Kingsdale Community Centre - Neighbourhood Food Program - House of Friendship,293,803,213,213,207,207,2.739130434782609,47.652582159624416,0,28,96,126,43,0,8382,15179,11155,15224,,
