origin,target_month,horizon,model,actual,predicted
2024-07-01,2024-10-01,3,Holt-Winters (damped) [reference],57737,53538.38782840852
2024-07-01,2024-10-01,3,Seasonal Naive [reference],57737,46159.0
2024-07-01,2024-10-01,3,GAM,57737,56144.08124755811
2024-08-01,2024-09-01,1,Holt-Winters (damped) [reference],49458,52524.5165001882
2024-08-01,2024-09-01,1,Seasonal Naive [reference],49458,42819.0
2024-08-01,2024-09-01,1,GAM,49458,51009.54035572694
2024-08-01,2024-10-01,2,Holt-Winters (damped) [reference],57737,53391.43765747521
2024-08-01,2024-10-01,2,Seasonal Naive [reference],57737,46159.0
2024-08-01,2024-10-01,2,GAM,57737,55595.66120149363
2024-08-01,2024-11-01,3,Holt-Winters (damped) [reference],53699,55364.3401112083
2024-08-01,2024-11-01,3,Seasonal Naive [reference],53699,49783.0
2024-08-01,2024-11-01,3,GAM,53699,54425.13864487203
2024-09-01,2024-10-01,1,Holt-Winters (damped) [reference],57737,51644.91839245039
2024-09-01,2024-10-01,1,Seasonal Naive [reference],57737,46159.0
2024-09-01,2024-10-01,1,GAM,57737,54920.12985083381
2024-09-01,2024-11-01,2,Holt-Winters (damped) [reference],53699,53399.840176348494
2024-09-01,2024-11-01,2,Seasonal Naive [reference],53699,49783.0
2024-09-01,2024-11-01,2,GAM,53699,53166.70393744797
2024-09-01,2024-12-01,3,Holt-Winters (damped) [reference],40773,48212.77553558999
2024-09-01,2024-12-01,3,Seasonal Naive [reference],40773,39378.0
2024-09-01,2024-12-01,3,GAM,40773,47445.499701701505
2024-10-01,2024-11-01,1,Holt-Winters (damped) [reference],53699,56213.59283943519
2024-10-01,2024-11-01,1,Seasonal Naive [reference],53699,49783.0
2024-10-01,2024-11-01,1,GAM,53699,54063.573308159044
2024-10-01,2024-12-01,2,Holt-Winters (damped) [reference],40773,51064.511726357785
2024-10-01,2024-12-01,2,Seasonal Naive [reference],40773,39378.0
2024-10-01,2024-12-01,2,GAM,40773,48143.170710324775
2024-10-01,2025-01-01,3,Holt-Winters (damped) [reference],51609,52875.22378682598
2024-10-01,2025-01-01,3,Seasonal Naive [reference],51609,45630.0
2024-10-01,2025-01-01,3,GAM,51609,50314.4395140885
2024-11-01,2024-12-01,1,Holt-Winters (damped) [reference],40773,50406.92609642913
2024-11-01,2024-12-01,1,Seasonal Naive [reference],40773,39378.0
2024-11-01,2024-12-01,1,GAM,40773,48056.94493099832
2024-11-01,2025-01-01,2,Holt-Winters (damped) [reference],51609,51970.91862681623
2024-11-01,2025-01-01,2,Seasonal Naive [reference],51609,45630.0
2024-11-01,2025-01-01,2,GAM,51609,50153.12697819459
2024-11-01,2025-02-01,3,Holt-Winters (damped) [reference],48426,53507.84398012605
2024-11-01,2025-02-01,3,Seasonal Naive [reference],48426,48612.0
2024-11-01,2025-02-01,3,GAM,48426,55309.93820719568
2024-12-01,2025-01-01,1,Holt-Winters (damped) [reference],51609,48170.96580398402
2024-12-01,2025-01-01,1,Seasonal Naive [reference],51609,45630.0
2024-12-01,2025-01-01,1,GAM,51609,47911.537236566175
2024-12-01,2025-02-01,2,Holt-Winters (damped) [reference],48426,49498.20151459898
2024-12-01,2025-02-01,2,Seasonal Naive [reference],48426,48612.0
2024-12-01,2025-02-01,2,GAM,48426,52904.857988993674
2024-12-01,2025-03-01,3,Holt-Winters (damped) [reference],53142,52933.415981130274
2024-12-01,2025-03-01,3,Seasonal Naive [reference],53142,48339.0
2024-12-01,2025-03-01,3,GAM,53142,55724.774852949486
