origin,target_month,horizon,model,actual,predicted
2023-09-01,2023-10-01,1,Ridge Regression (10 Indicators),46159,40672.4865541904
2023-09-01,2023-11-01,2,Holt-Winters (damped) [reference],49783,45837.4097162142
2023-09-01,2023-11-01,2,Seasonal Naive [reference],49783,37554.0
2023-09-01,2023-11-01,2,Naive [reference],49783,42819.0
2023-09-01,2023-11-01,2,Ridge Regression (10 Indicators),49783,44517.86550528002
2023-09-01,2023-12-01,3,Holt-Winters (damped) [reference],39378,42007.15782894778
2023-09-01,2023-12-01,3,Seasonal Naive [reference],39378,33209.0
2023-09-01,2023-12-01,3,Naive [reference],39378,42819.0
2023-09-01,2023-12-01,3,Ridge Regression (10 Indicators),39378,42780.26634474202
2023-10-01,2023-11-01,1,Holt-Winters (damped) [reference],49783,46700.670295072276
2023-10-01,2023-11-01,1,Seasonal Naive [reference],49783,37554.0
2023-10-01,2023-11-01,1,Naive [reference],49783,46159.0
2023-10-01,2023-11-01,1,Ridge Regression (10 Indicators),49783,46119.933086644254
2023-10-01,2023-12-01,2,Holt-Winters (damped) [reference],39378,42976.56252356331
2023-10-01,2023-12-01,2,Seasonal Naive [reference],39378,33209.0
2023-10-01,2023-12-01,2,Naive [reference],39378,46159.0
2023-10-01,2023-12-01,2,Ridge Regression (10 Indicators),39378,44895.880889545064
2023-10-01,2024-01-01,3,Holt-Winters (damped) [reference],45630,43464.986240544335
2023-10-01,2024-01-01,3,Seasonal Naive [reference],45630,34802.0
2023-10-01,2024-01-01,3,Naive [reference],45630,46159.0
2023-10-01,2024-01-01,3,Ridge Regression (10 Indicators),45630,45326.58726536071
2023-11-01,2023-12-01,1,Holt-Winters (damped) [reference],39378,44556.4196761705
2023-11-01,2023-12-01,1,Seasonal Naive [reference],39378,33209.0
2023-11-01,2023-12-01,1,Naive [reference],39378,49783.0
2023-11-01,2023-12-01,1,Ridge Regression (10 Indicators),39378,46070.47975730216
2023-11-01,2024-01-01,2,Holt-Winters (damped) [reference],45630,45324.99794801525
2023-11-01,2024-01-01,2,Seasonal Naive [reference],45630,34802.0
2023-11-01,2024-01-01,2,Naive [reference],45630,49783.0
2023-11-01,2024-01-01,2,Ridge Regression (10 Indicators),45630,46101.99279683331
2023-11-01,2024-02-01,3,Holt-Winters (damped) [reference],48612,46821.92784562451
2023-11-01,2024-02-01,3,Seasonal Naive [reference],48612,36525.0
2023-11-01,2024-02-01,3,Naive [reference],48612,49783.0
2023-11-01,2024-02-01,3,Ridge Regression (10 Indicators),48612,48467.85667172006
2023-12-01,2024-01-01,1,Holt-Winters (damped) [reference],45630,42384.0349817195
2023-12-01,2024-01-01,1,Seasonal Naive [reference],45630,34802.0
2023-12-01,2024-01-01,1,Naive [reference],45630,39378.0
2023-12-01,2024-01-01,1,Ridge Regression (10 Indicators),45630,45006.43754006663
2023-12-01,2024-02-01,2,Holt-Winters (damped) [reference],48612,43390.84146454392
2023-12-01,2024-02-01,2,Seasonal Naive [reference],48612,36525.0
2023-12-01,2024-02-01,2,Naive [reference],48612,39378.0
2023-12-01,2024-02-01,2,Ridge Regression (10 Indicators),48612,47124.31974475772
2023-12-01,2024-03-01,3,Holt-Winters (damped) [reference],48339,47379.64025482903
2023-12-01,2024-03-01,3,Seasonal Naive [reference],48339,43131.0
2023-12-01,2024-03-01,3,Naive [reference],48339,39378.0
2023-12-01,2024-03-01,3,Ridge Regression (10 Indicators),48339,49181.20295909772
2024-01-01,2024-02-01,1,Holt-Winters (damped) [reference],48612,45396.13217020835
2024-01-01,2024-02-01,1,Seasonal Naive [reference],48612,36525.0
2024-01-01,2024-02-01,1,Naive [reference],48612,45630.0
2024-01-01,2024-02-01,1,Ridge Regression (10 Indicators),48612,47276.559905378075
2024-01-01,2024-03-01,2,Holt-Winters (damped) [reference],48339,49650.32456204494
2024-01-01,2024-03-01,2,Seasonal Naive [reference],48339,43131.0
2024-01-01,2024-03-01,2,Naive [reference],48339,45630.0
2024-01-01,2024-03-01,2,Ridge Regression (10 Indicators),48339,49359.29592534328
2024-01-01,2024-04-01,3,Holt-Winters (damped) [reference],51279,48164.43831610215
2024-01-01,2024-04-01,3,Seasonal Naive [reference],51279,38065.0
2024-01-01,2024-04-01,3,Naive [reference],51279,45630.0
2024-01-01,2024-04-01,3,Ridge Regression (10 Indicators),51279,49619.11672571789
2024-02-01,2024-03-01,1,Holt-Winters (damped) [reference],48339,51021.24868951964
2024-02-01,2024-03-01,1,Seasonal Naive [reference],48339,43131.0
2024-02-01,2024-03-01,1,Naive [reference],48339,48612.0
2024-02-01,2024-03-01,1,Ridge Regression (10 Indicators),48339,49715.25991727218
2024-02-01,2024-04-01,2,Holt-Winters (damped) [reference],51279,49661.58173561174
2024-02-01,2024-04-01,2,Seasonal Naive [reference],51279,38065.0
2024-02-01,2024-04-01,2,Naive [reference],51279,48612.0
2024-02-01,2024-04-01,2,Ridge Regression (10 Indicators),51279,49998.04429066491
2024-02-01,2024-05-01,3,Holt-Winters (damped) [reference],54405,52032.87353924582
2024-02-01,2024-05-01,3,Seasonal Naive [reference],54405,44803.0
2024-02-01,2024-05-01,3,Naive [reference],54405,48612.0
2024-02-01,2024-05-01,3,Ridge Regression (10 Indicators),54405,54588.38689923506
2024-03-01,2024-04-01,1,Holt-Winters (damped) [reference],51279,48547.136133968765
2024-03-01,2024-04-01,1,Seasonal Naive [reference],51279,38065.0
2024-03-01,2024-04-01,1,Naive [reference],51279,48339.0
2024-03-01,2024-04-01,1,Ridge Regression (10 Indicators),51279,49599.361727320495
2024-03-01,2024-05-01,2,Holt-Winters (damped) [reference],54405,50806.84798412651
2024-03-01,2024-05-01,2,Seasonal Naive [reference],54405,44803.0
2024-03-01,2024-05-01,2,Naive [reference],54405,48339.0
2024-03-01,2024-05-01,2,Ridge Regression (10 Indicators),54405,53966.86483243756
2024-03-01,2024-06-01,3,Holt-Winters (damped) [reference],48786,51576.197924891
2024-03-01,2024-06-01,3,Seasonal Naive [reference],48786,44020.0
2024-03-01,2024-06-01,3,Naive [reference],48786,48339.0
2024-03-01,2024-06-01,3,Ridge Regression (10 Indicators),48786,53228.70341405182
2024-04-01,2024-05-01,1,Holt-Winters (damped) [reference],54405,51897.70638240972
2024-04-01,2024-05-01,1,Seasonal Naive [reference],54405,44803.0
2024-04-01,2024-05-01,1,Naive [reference],54405,51279.0
2024-04-01,2024-05-01,1,Ridge Regression (10 Indicators),54405,54488.360026730326
2024-04-01,2024-06-01,2,Holt-Winters (damped) [reference],48786,52833.96180495436
2024-04-01,2024-06-01,2,Seasonal Naive [reference],48786,44020.0
2024-04-01,2024-06-01,2,Naive [reference],48786,51279.0
2024-04-01,2024-06-01,2,Ridge Regression (10 Indicators),48786,53713.03521355093
2024-04-01,2024-07-01,3,Holt-Winters (damped) [reference],48010,51045.91464688412
2024-04-01,2024-07-01,3,Seasonal Naive [reference],48010,36637.0
2024-04-01,2024-07-01,3,Naive [reference],48010,51279.0
2024-04-01,2024-07-01,3,Ridge Regression (10 Indicators),48010,53206.43316708262
2024-05-01,2024-06-01,1,Holt-Winters (damped) [reference],48786,53787.43427765874
2024-05-01,2024-06-01,1,Seasonal Naive [reference],48786,44020.0
2024-05-01,2024-06-01,1,Naive [reference],48786,54405.0
2024-05-01,2024-06-01,1,Ridge Regression (10 Indicators),48786,53660.61574652455
2024-05-01,2024-07-01,2,Holt-Winters (damped) [reference],48010,52091.4093712424
2024-05-01,2024-07-01,2,Seasonal Naive [reference],48010,36637.0
2024-05-01,2024-07-01,2,Naive [reference],48010,54405.0
2024-05-01,2024-07-01,2,Ridge Regression (10 Indicators),48010,53186.44904884641
2024-05-01,2024-08-01,3,Holt-Winters (damped) [reference],52238,55451.12284791566
2024-05-01,2024-08-01,3,Seasonal Naive [reference],52238,47222.0
2024-05-01,2024-08-01,3,Naive [reference],52238,54405.0
2024-05-01,2024-08-01,3,Ridge Regression (10 Indicators),52238,60602.45922515271
2024-06-01,2024-07-01,1,Holt-Winters (damped) [reference],48010,50188.35567862246
2024-06-01,2024-07-01,1,Seasonal Naive [reference],48010,36637.0
2024-06-01,2024-07-01,1,Naive [reference],48010,48786.0
2024-06-01,2024-07-01,1,Ridge Regression (10 Indicators),48010,52140.7047761063
2024-06-01,2024-08-01,2,Holt-Winters (damped) [reference],52238,53360.26210500511
2024-06-01,2024-08-01,2,Seasonal Naive [reference],52238,47222.0
2024-06-01,2024-08-01,2,Naive [reference],52238,48786.0
2024-06-01,2024-08-01,2,Ridge Regression (10 Indicators),52238,59485.139220517536
2024-06-01,2024-09-01,3,Holt-Winters (damped) [reference],49458,53642.24366005198
2024-06-01,2024-09-01,3,Seasonal Naive [reference],49458,42819.0
2024-06-01,2024-09-01,3,Naive [reference],49458,48786.0
2024-06-01,2024-09-01,3,Ridge Regression (10 Indicators),49458,53060.41134581424
2024-07-01,2024-08-01,1,Holt-Winters (damped) [reference],52238,52470.09232409363
2024-07-01,2024-08-01,1,Seasonal Naive [reference],52238,47222.0
2024-07-01,2024-08-01,1,Naive [reference],52238,48010.0
2024-07-01,2024-08-01,1,Ridge Regression (10 Indicators),52238,58671.36261572686
2024-07-01,2024-09-01,2,Holt-Winters (damped) [reference],49458,52655.73201890896
2024-07-01,2024-09-01,2,Seasonal Naive [reference],49458,42819.0
2024-07-01,2024-09-01,2,Naive [reference],49458,48010.0
2024-07-01,2024-09-01,2,Ridge Regression (10 Indicators),49458,51996.2546579746
