feature,std_coefficient,abs_std_coefficient,p_value,significant_p<0.05
trend,9615.342678385348,9615.342678385348,1.5887747077618248e-09,True
total_homeless_lag1,2682.5420867324397,2682.5420867324397,0.06370807866847993,False
month_cos,-948.5622943924214,948.5622943924214,0.021386897833169223,True
month_sin,-311.46023118778237,311.46023118778237,0.43669841471765225,False
unemployment_rate_lag1,231.7316722986531,231.7316722986531,0.6026320341136389,False
